39,15,98,76,16,69,69,53,64,55,16,68,49,12,37,94,47,96,76,99,90,57,24,66,49,37,84,35,78,56,20,17,71,17,59,54,53,28,73,16,49,89,50,98,67,88,57,13,49,32,79,38,55,69,70,70,5,20,72,50,76,92,67,12
76,92,66,28,19,4,44,68,94,94,32,60,47,89,40,63,88,18,0,8,53,37,79,58,23,50,7,65,7,40,77,83,99,9,10,17,13,20,52,73,81,50,33,94,4,73,56,58,57,23,33,9,26,11,33,49,27,41,13,0,47,56,84,45
31,60,29,45,47,47,84,27,97,16,87,67,55,43,25,11,32,58,87,58,35,20,73,28,27,86,28,40,7,78,86,39,4,14,50,51,27,33,44,23,16,30,56,71,39,81,49,71,4,1,28,39,21,67,33,14,52,28,55,26,5,40,65,76
20,14,26,47,13,70,36,29,67,58,67,5,5,15,77,9,16,71,15,4,38,48,85,56,42,39,82,14,45,12,90,65,93,16,78,6,52,80,1,18,4,68,24,9,49,67,18,32,37,100,36,41,14,20,64,56,26,45,70,71,24,60,2,16
42,46,89,94,93,91,12,97,58,2,5,7,69,90,5,72,90,7,13,3,27,77,25,19,88,96,91,11,21,59,95,63,4,83,22,63,73,0,59,98,2,30,71,37,20,76,9,76,83,89,79,76,65,3,96,18,65,52,97,86,10,91,14,81
73,3,44,12,3,2,9,6,100,80,9,19,21,18,61,3,6,5,79,37,75,40,22,40,92,18,92,1,75,73,83,47,76,93,25,79,95,0,51,94,46,61,79,67,45,39,70,18,44,15,55,19,55,77,25,47,61,83,14,35,55,63,49,30
55,74,76,50,41,26,9,87,53,55,54,65,60,90,83,71,4,37,56,60,81,81,6,7,63,20,43,85,84,92,81,4,31,56,54,72,49,30,25,1,51,79,66,10,68,14,81,39,52,36,99,99,83,71,5,12,57,14,97,6,72,77,11,3
33,31,41,82,61,32,49,78,10,82,89,45,96,35,50,13,72,48,78,54,18,84,66,41,98,28,48,36,5,59,39,4,90,46,52,17,79,0,95,55,48,49,66,10,85,15,90,22,29,68,76,13,17,8,55,81,36,2,16,7,61,21,11,16
34,63,100,79,30,61,100,44,9,66,54,60,47,10,82,43,78,24,56,61,32,10,41,34,12,24,42,39,45,53,22,45,83,21,23,12,82,23,56,58,55,77,17,68,87,100,10,30,23,67,91,21,77,98,55,56,21,63,61,33,83,83,78,65
71,1,77,52,91,99,76,45,75,94,12,61,59,90,91,82,56,81,69,99,45,23,20,32,53,82,65,35,30,9,100,0,77,42,19,67,40,95,78,15,54,56,76,12,45,67,60,67,13,28,66,58,18,86,91,71,33,21,5,64,30,71,64,73
12,49,39,52,44,83,67,64,39,43,77,84,76,2,51,55,98,83,80,15,34,36,52,68,57,57,98,54,27,27,26,39,77,32,91,87,14,24,50,53,67,93,3,8,62,20,63,59,69,8,74,69,44,25,36,68,48,100,21,41,27,13,80,70
11,36,56,26,60,72,45,93,31,14,67,93,0,97,17,69,4,57,38,49,82,40,16,96,6,3,36,100,83,82,69,95,84,91,87,10,28,98,69,59,12,36,17,79,32,34,14,36,91,18,51,38,24,33,100,30,2,35,29,86,83,64,80,67
54,32,43,83,29,11,7,7,47,92,87,45,25,0,48,83,85,65,20,8,99,87,39,0,88,34,52,71,99,98,3,18,29,46,0,59,23,75,32,37,66,18,82,57,85,29,39,69,95,26,78,59,12,83,59,66,83,11,36,81,8,5,100,4
17,66,29,41,6,61,78,38,46,25,96,30,21,0,66,15,26,9,40,4,92,65,71,40,76,73,21,51,45,87,21,62,18,50,69,25,10,12,63,56,4,24,53,25,25,18,6,17,27,46,89,85,10,25,24,53,64,11,70,8,64,91,37,83
6,72,74,16,51,2,39,55,27,92,80,18,76,52,35,69,98,23,53,74,14,43,26,79,21,62,87,85,18,90,33,24,62,6,7,12,76,46,33,2,3,79,87,79,30,21,47,94,11,66,67,25,8,60,70,96,21,23,81,40,12,13,64,40
87,37,18,62,83,51,30,52,29,16,97,25,3,43,18,14,75,86,6,50,11,42,45,32,65,25,38,44,5,69,84,58,5,2,19,55,19,15,6,15,31,3,40,0,12,25,82,88,77,54,37,88,96,48,86,61,40,24,71,45,59,54,2,30
22,88,85,8,2,92,23,100,61,29,100,73,54,81,26,30,34,29,84,97,78,70,23,17,60,94,28,18,47,97,48,36,84,33,44,52,91,33,51,17,62,16,90,83,64,83,79,64,11,63,60,55,99,49,38,58,42,66,76,56,62,90,92,11
89,35,63,45,34,80,62,96,97,18,44,26,0,90,90,78,52,16,33,16,65,37,74,74,3,15,29,31,4,20,43,60,21,5,4,55,52,67,16,48,51,61,40,17,50,96,95,68,11,94,50,43,31,23,16,0,4,11,98,75,31,40,34,18
12,5,39,64,38,55,78,89,82,17,5,98,12,100,65,91,60,14,100,57,3,82,57,7,93,20,83,90,61,83,74,39,88,12,69,25,67,12,80,49,29,85,46,7,51,78,64,10,58,63,33,28,44,90,1,2,9,50,92,36,33,65,41,87
77,9,12,10,88,58,25,83,43,71,91,60,14,54,36,39,84,69,67,94,24,68,97,100,18,54,36,17,86,43,3,28,19,82,4,6,40,29,90,49,67,46,8,81,66,44,86,49,12,52,9,2,87,5,1,71,25,37,88,77,47,57,5,66
5,9,72,45,5,27,60,72,73,68,18,39,78,4,54,56,22,63,58,8,34,59,45,26,63,99,2,9,56,74,75,27,50,12,72,55,40,98,26,79,65,10,17,8,14,38,64,37,0,88,11,1,46,23,27,75,21,29,84,43,3,24,70,19
3,7,74,9,4,66,88,35,76,72,43,57,9,73,60,76,60,37,77,73,60,3,13,48,100,64,57,2,54,27,88,57,0,61,32,5,93,20,6,34,58,50,91,67,89,16,8,49,54,86,88,80,89,0,94,88,64,51,56,18,44,9,41,44
70,74,15,28,60,89,63,17,38,19,50,93,2,58,7,22,43,95,68,99,62,62,52,92,79,75,9,22,84,17,32,20,91,14,14,50,2,77,33,6,63,83,99,31,40,6,53,50,67,20,14,28,82,32,20,26,6,96,48,57,12,47,43,69
61,57,85,29,0,17,1,63,66,100,94,6,5,12,22,39,32,36,67,81,34,53,6,7,49,21,64,27,68,73,63,95,29,13,90,29,31,91,58,97,90,17,69,62,29,57,67,28,59,33,8,94,87,81,0,1,1,30,95,35,2,23,96,31
37,85,61,34,41,85,97,98,2,66,59,31,22,25,59,48,24,33,41,77,14,7,44,82,37,39,84,39,62,79,36,65,30,63,99,71,48,96,68,50,61,93,47,49,84,6,97,8,39,3,51,19,10,96,68,47,34,51,52,62,96,55,27,25
17,25,97,31,20,30,47,47,23,95,63,73,0,25,47,5,29,99,92,39,94,25,53,94,76,71,55,71,92,48,63,76,40,59,6,26,55,54,74,44,14,2,17,81,27,64,52,22,62,43,28,21,68,47,14,9,17,36,81,76,84,43,51,90
68,57,16,89,77,56,33,91,58,50,71,51,80,23,40,8,32,68,29,67,14,44,76,98,46,22,73,96,31,23,86,65,47,1,54,90,23,53,47,47,69,84,98,48,73,37,56,72,71,86,38,85,96,80,49,41,2,88,36,100,78,88,65,91
89,85,80,78,37,93,24,5,77,22,19,49,25,76,87,97,27,24,47,89,4,62,29,73,50,31,72,27,19,2,84,74,87,63,52,90,22,76,95,99,64,14,13,90,56,0,52,49,91,99,37,61,61,32,33,77,29,72,70,48,40,53,89,27
15,6,83,37,48,78,1,12,58,82,68,13,82,19,28,72,84,65,33,44,97,32,87,92,70,56,6,10,8,95,3,24,67,86,27,14,29,96,26,87,77,94,66,24,79,94,96,63,24,95,73,87,94,60,79,63,15,85,73,24,79,42,14,11
28,7,25,57,2,52,10,79,11,76,2,91,36,65,19,60,25,92,47,18,51,25,48,67,9,87,57,54,29,71,65,57,78,90,80,47,7,90,25,86,66,95,42,68,25,61,27,16,18,74,1,36,99,49,2,74,35,25,94,30,96,24,53,39
81,33,86,88,22,78,39,54,38,47,21,29,74,15,45,93,89,46,28,54,95,97,94,97,21,88,26,83,11,46,88,92,79,40,46,67,17,51,88,21,99,75,50,72,90,95,64,79,41,58,99,1,54,92,64,41,45,57,23,57,2,11,14,47
