82,66,83,60,48,22,2,39,60,91,50,10,36,0,47,54,12,8,48,45,84,50,49,83,1,64,13,10,34,10,30,15,76,80,41,24,1,43,63,28,0,79,38,36,46,52,57,24,60,4,69,43,54,85,93,21,48,72,32,82,83,28,97,24,7,37,48,9,47,78,3,47,22,41,49,68,93,5,92,19,76,27,62,96,78,20,17,25,93,49,74,75,77,36,99,51,40,13,60,87,57,63,100,79,70,14,13,29,87,71,48,62,64,76,58,41,63,75,67,55,90,6,96,32,42,60,83,82
39,8,34,96,71,33,41,7,14,20,36,0,91,50,62,55,25,86,96,54,26,28,75,15,0,70,48,43,97,30,91,35,39,25,98,76,24,4,49,38,24,85,38,81,0,67,1,93,18,98,46,45,92,21,60,93,57,74,1,53,71,92,55,76,16,18,51,41,22,67,45,12,51,50,59,18,16,61,10,34,24,56,79,15,77,5,74,34,79,75,53,15,67,7,91,49,25,8,90,13,75,1,92,92,51,51,9,33,78,19,67,1,76,12,16,18,84,57,18,28,31,72,44,64,79,34,13,71
42,69,50,16,70,42,75,87,59,84,19,36,3,87,3,45,65,86,63,14,42,82,42,40,19,86,3,98,87,83,34,28,52,85,11,88,93,86,75,17,35,94,19,38,46,22,49,77,7,12,91,16,60,33,56,79,85,59,42,71,8,43,66,60,94,43,13,86,95,88,69,29,48,88,34,94,76,83,37,49,61,27,65,20,26,87,65,11,12,74,48,20,16,13,80,9,56,59,61,50,47,29,46,61,83,80,54,24,62,57,73,90,85,4,76,77,91,41,88,2,81,36,89,63,15,34,38,38
94,99,54,40,94,100,67,42,45,20,66,74,44,4,63,28,75,38,71,32,45,25,0,25,61,90,54,42,23,92,80,16,90,34,22,49,33,89,91,45,76,22,18,19,94,81,13,34,85,84,66,30,8,67,21,35,56,76,44,45,33,23,62,23,57,50,38,57,39,96,68,14,84,86,100,43,66,12,78,50,62,9,46,37,42,68,38,64,9,82,9,42,5,71,31,28,87,70,51,25,31,18,5,14,3,71,58,35,49,1,52,11,10,98,14,53,31,52,16,6,34,92,15,39,28,46,33,15
82,51,40,79,69,12,94,39,83,17,40,32,85,92,9,95,56,23,13,53,75,97,26,8,88,41,13,16,53,13,31,1,64,37,80,99,15,39,3,99,22,44,97,6,1,5,68,23,95,47,43,69,43,69,44,98,76,23,13,95,36,10,96,66,13,42,65,29,47,34,94,70,78,90,42,46,61,9,69,21,23,78,90,66,46,100,29,88,90,8,83,25,18,78,58,32,86,89,27,33,22,20,2,0,76,10,12,2,20,81,23,43,59,79,75,71,79,4,59,68,79,7,59,98,85,16,96,37
4,89,70,94,8,38,60,50,48,72,52,34,18,75,43,43,19,85,14,98,55,39,31,33,46,91,30,97,73,92,33,44,80,69,3,54,73,63,3,21,34,21,21,52,62,65,96,82,15,76,45,70,81,77,2,26,33,100,89,72,91,89,82,37,57,85,91,97,47,61,17,81,48,4,100,10,35,61,58,50,2,2,19,83,45,22,75,78,88,63,16,78,17,98,81,75,83,38,71,29,65,54,77,12,24,42,89,60,69,46,9,71,49,96,53,94,17,94,38,71,56,54,14,40,51,96,14,100
33,51,96,64,71,38,76,95,80,65,20,48,10,30,85,25,25,3,19,8,97,57,79,18,77,93,58,27,54,38,94,53,55,89,16,25,26,93,87,72,23,73,86,33,2,70,59,94,73,44,68,69,67,12,53,43,72,11,36,25,49,29,45,4,17,61,96,43,19,48,14,42,21,66,76,90,35,0,50,74,44,17,8,10,97,62,53,68,73,89,59,88,85,3,58,1,65,54,11,84,68,25,93,55,58,34,45,93,34,61,67,44,78,75,20,74,2,39,7,41,94,67,29,78,70,87,80,0
6,91,51,41,82,43,96,39,77,6,99,77,67,31,87,11,72,6,51,75,45,59,15,38,25,10,83,61,98,62,62,70,18,12,77,100,21,73,5,64,45,70,40,12,0,26,23,72,32,74,46,43,99,28,47,23,38,29,85,1,91,12,38,75,24,14,41,11,53,12,75,99,82,14,10,82,6,100,53,4,39,66,47,38,60,60,61,98,90,11,66,46,23,3,21,13,84,28,24,37,40,99,35,21,79,11,2,85,77,21,55,15,53,1,53,12,28,81,77,17,58,8,63,82,11,50,61,61
78,52,98,17,16,99,38,96,76,6,46,52,95,1,68,47,69,87,60,97,67,2,13,25,10,43,73,88,59,100,48,3,51,12,87,68,77,92,29,53,98,75,4,92,76,38,39,11,25,65,7,58,67,88,49,43,97,21,30,55,88,44,24,4,56,11,72,33,2,0,86,100,42,56,58,84,95,63,95,19,27,69,43,60,56,93,2,52,80,99,73,67,42,98,72,99,8,9,98,10,77,49,76,18,4,33,1,99,62,63,84,55,31,27,14,87,86,83,4,65,47,43,32,90,40,70,54,14
79,17,24,55,66,67,39,70,66,7,35,28,70,85,83,67,78,64,53,63,12,23,28,60,66,26,15,73,96,35,87,40,52,78,62,17,44,0,53,9,74,54,3,43,5,53,9,83,16,28,12,95,17,40,20,50,32,1,22,94,36,8,33,54,86,95,37,29,62,91,5,35,10,8,45,15,61,20,65,43,15,77,4,32,83,24,82,81,26,3,74,62,12,6,16,64,68,19,94,29,9,65,30,87,73,75,68,0,96,99,9,10,75,13,8,23,38,57,3,64,60,77,92,38,50,74,2,17
