38,91,51,7,72,33,76,58,5,52,17,51,3,61,91,29,66,15,50,94,29,6,22,15,98,77,51,53,67,27,92,5,17,42,79,55,75,54,12,80,5,96,98,75,56,88,71,89,70,87,82,65,94,4,80,91,47,98,44,14,24,35,86,7,43,30,62,84,84,41,29,55,2,26,96,25,81,32,13,16,19,95,81,79,99,61,69,12,58,79,26,48,80,78,55,22,7,83,5,57,90,35,78,93,27,39,17,7,72,97,90,57,91,71,35,56,98,70,68,55,49,60,69,28,3,90,17,77
72,22,33,62,23,77,20,51,15,3,24,53,100,14,9,56,85,44,11,48,14,45,2,29,4,37,57,7,26,74,84,98,63,83,25,52,59,11,2,41,14,94,94,13,74,3,70,24,13,47,72,94,93,40,22,97,77,46,71,2,86,20,66,14,3,58,67,28,69,35,69,84,28,63,63,68,32,99,92,11,46,29,72,4,69,94,0,11,5,37,80,92,58,46,5,27,70,38,55,4,74,91,54,1,19,17,70,51,82,27,28,94,57,100,98,92,60,65,3,65,1,83,22,59,95,95,52,64
32,7,69,5,98,89,74,16,72,9,33,54,2,27,47,59,27,11,17,87,76,20,17,77,2,40,2,98,0,54,61,99,27,96,71,91,51,10,73,22,19,5,76,88,100,90,13,26,0,30,79,76,50,96,18,52,1,20,49,68,41,77,67,68,38,37,59,89,47,98,78,32,70,19,19,69,8,32,95,75,28,73,16,78,34,35,97,36,21,11,3,28,54,36,97,93,73,21,47,86,18,91,84,54,10,70,22,18,68,16,60,97,55,76,74,90,77,70,92,99,82,61,26,1,98,89,94,36
76,7,89,61,98,72,14,74,41,37,93,9,19,18,5,41,94,45,30,71,82,88,35,29,48,27,30,45,16,91,48,58,64,36,18,61,7,100,35,15,2,94,91,21,78,62,28,71,6,24,7,54,11,8,83,26,36,13,71,18,70,85,76,33,20,61,60,95,26,61,76,28,54,66,15,31,27,44,69,100,68,42,54,46,51,2,72,87,82,8,71,51,94,46,50,13,73,10,74,99,71,49,93,92,14,8,89,7,52,57,7,86,66,27,31,16,96,2,69,78,11,5,95,71,51,45,50,91
55,24,89,25,73,82,83,54,56,72,61,74,95,34,59,60,27,57,42,23,25,77,67,36,82,61,6,100,72,57,90,26,47,44,18,19,92,0,39,13,38,0,87,33,0,12,59,28,69,68,51,94,44,84,97,93,44,69,92,16,92,47,8,38,91,93,24,49,60,29,62,98,29,15,97,97,27,56,24,62,23,41,55,33,24,17,25,34,87,83,16,44,29,25,49,87,17,39,35,43,68,63,41,64,78,37,60,4,59,50,32,48,91,88,82,81,71,6,14,23,90,31,68,85,22,83,71,5
21,72,49,89,35,90,52,79,93,78,50,52,27,82,100,84,35,47,64,6,54,79,29,9,76,63,94,98,45,31,69,66,2,17,21,3,73,39,49,66,84,99,84,10,46,49,95,82,97,24,88,16,69,83,92,44,46,51,7,57,82,77,90,51,94,77,54,67,15,69,99,99,67,82,76,13,97,36,61,93,60,48,8,29,97,66,39,42,17,47,66,99,90,55,15,49,31,36,82,12,4,80,78,38,27,53,51,24,55,11,83,14,25,92,43,21,23,83,30,40,96,62,5,85,16,20,33,13
56,82,25,27,61,2,65,55,21,82,79,42,93,61,57,84,18,66,71,42,14,67,48,9,28,53,60,10,40,60,23,62,41,15,89,1,17,53,22,5,34,0,47,93,28,70,42,12,36,13,20,50,46,69,60,75,88,19,85,27,45,75,90,86,90,78,54,73,98,76,44,31,43,92,91,71,27,32,49,63,45,70,13,92,4,39,32,92,24,83,19,70,57,8,21,12,52,75,86,49,51,29,47,94,87,3,30,14,35,45,43,47,14,22,4,18,61,36,77,52,85,96,88,8,70,8,20,88
84,72,3,0,68,50,60,54,53,90,34,54,0,78,0,15,100,71,100,27,6,42,45,58,37,32,66,73,6,52,27,56,91,30,56,58,46,15,78,65,71,12,18,38,56,86,19,55,56,18,48,29,27,93,87,30,91,18,3,98,36,30,19,26,26,76,84,72,57,28,36,95,40,54,32,96,39,51,16,96,35,31,24,62,23,77,93,81,95,62,44,30,58,63,23,84,4,73,21,62,0,57,22,40,10,20,1,16,71,85,78,72,15,1,0,4,44,59,51,38,87,95,34,44,58,57,94,62
30,14,90,97,37,11,37,13,98,4,29,34,55,6,6,36,74,73,7,84,31,58,21,17,53,22,27,10,45,87,38,41,67,28,38,3,5,41,16,3,11,12,37,67,85,9,2,25,82,9,8,79,68,97,62,87,18,89,97,29,41,0,71,7,28,75,77,0,15,94,3,26,72,6,59,56,16,28,81,64,3,90,43,37,52,4,23,70,60,19,65,0,20,1,75,14,76,51,14,57,10,84,50,82,57,8,4,73,2,85,2,6,40,45,43,92,50,67,27,76,52,93,76,38,94,16,19,36
68,33,93,44,84,42,26,40,17,97,79,19,81,81,92,88,93,35,79,8,1,73,84,19,31,25,58,91,42,77,26,76,76,86,19,25,94,11,65,77,7,9,97,55,57,54,42,49,89,87,57,56,25,6,76,56,31,33,47,73,76,39,48,51,24,34,77,18,45,7,95,19,84,57,74,40,11,15,55,66,68,78,22,94,84,98,15,81,97,62,54,72,1,68,89,92,68,31,9,13,39,71,32,22,94,72,28,71,53,83,37,20,60,59,80,9,22,96,90,85,57,9,22,24,78,77,16,45
8,92,24,13,28,22,1,22,94,29,93,46,78,29,33,37,54,12,12,42,7,1,26,31,11,48,55,55,92,37,66,100,96,91,12,23,79,13,45,73,8,38,85,86,33,17,89,88,30,0,29,3,1,22,34,79,36,56,33,27,59,66,26,54,22,4,78,0,84,22,39,92,26,24,43,60,41,31,13,37,98,42,41,66,30,41,44,67,97,44,94,56,9,87,9,31,91,53,31,75,76,37,32,1,61,76,27,68,73,40,5,37,83,12,2,79,53,12,45,16,56,5,38,31,92,13,62,48
67,60,89,42,63,21,9,23,63,37,57,35,77,28,38,25,40,40,71,60,53,15,76,75,20,13,73,78,26,0,26,93,26,14,0,89,1,77,78,64,80,35,66,22,63,3,14,70,10,85,29,29,100,71,70,87,50,42,64,42,43,56,1,69,37,68,24,38,44,1,69,23,36,0,46,66,3,26,1,80,10,97,8,76,67,79,62,83,20,93,24,29,48,92,65,85,60,89,90,3,56,58,94,59,24,5,91,27,31,92,7,41,88,82,16,20,60,45,2,47,37,93,42,51,85,73,2,44
27,92,13,84,15,73,42,39,78,32,32,75,90,5,82,77,54,65,97,80,9,65,26,12,57,35,63,7,7,31,51,35,89,31,85,70,3,93,75,48,91,7,22,80,79,4,22,99,35,18,79,44,83,71,22,5,5,85,13,80,83,30,81,71,27,65,41,31,23,15,45,13,89,67,93,34,37,81,32,72,99,10,82,47,82,3,18,53,55,98,32,37,28,79,7,55,43,14,52,32,30,97,45,85,30,3,85,33,84,17,5,48,94,53,95,41,57,80,95,11,77,93,48,71,38,21,93,47
36,44,80,32,7,24,16,3,95,68,36,78,85,7,26,44,61,87,86,17,66,46,28,9,4,42,80,42,63,72,90,65,83,35,97,56,59,80,59,53,47,95,98,98,69,90,41,29,76,93,46,8,38,40,84,9,48,63,51,77,1,6,42,84,41,38,39,67,84,64,86,30,24,83,94,93,72,35,21,14,27,33,89,32,39,72,41,87,34,58,30,1,31,72,85,72,76,90,4,60,53,91,56,44,39,16,36,11,51,58,92,44,57,80,76,97,51,83,49,51,41,79,53,72,16,3,9,93
94,81,18,12,71,40,56,9,56,59,87,73,83,44,17,39,23,59,1,74,42,51,92,83,96,44,20,12,47,96,71,6,76,89,86,12,95,41,89,51,66,75,23,48,19,6,88,8,66,89,49,74,5,40,56,1,50,42,13,97,3,84,70,80,38,55,92,32,62,80,49,28,21,39,76,6,45,63,14,77,18,29,50,23,69,72,24,85,80,3,82,84,87,17,63,91,72,20,23,33,0,38,61,88,77,37,60,89,66,40,65,84,70,82,7,4,53,98,90,33,1,37,83,54,54,45,45,25
65,34,24,31,72,86,85,49,89,44,3,20,85,68,71,54,15,78,24,69,41,13,68,42,50,50,97,70,61,7,95,92,41,19,90,12,71,40,27,25,85,30,11,35,65,82,55,46,59,79,81,67,93,48,8,8,64,71,79,91,78,39,49,85,24,38,64,61,78,57,86,28,54,98,63,18,45,17,64,71,63,45,37,21,59,45,29,90,83,74,46,26,13,95,11,3,99,75,65,43,31,16,71,85,80,0,69,25,84,100,96,46,10,32,67,35,43,63,91,25,36,37,52,15,31,29,86,97
