24,56,74,36,55,25,40,36,17,52,93,79,46,70,53,43,71,68,85,74,33,99,85,41,70,46,59,81,94,36,20,84
92,95,19,46,19,25,83,2,78,75,47,90,10,100,33,81,33,17,54,66,83,4,74,52,16,32,32,9,68,19,94,26
80,79,72,65,4,20,34,48,61,81,37,71,47,70,52,80,54,72,12,36,43,86,54,59,84,52,69,17,37,28,43,16
6,82,48,77,68,82,24,29,62,62,66,75,98,84,55,17,56,67,19,99,18,39,23,1,92,92,18,95,86,62,78,59
9,25,35,77,6,26,5,34,54,38,76,51,21,97,35,43,63,54,7,47,94,31,48,51,89,32,11,75,94,89,100,69
80,34,46,86,26,17,87,80,55,62,98,77,58,32,19,87,52,94,100,45,24,47,62,12,79,74,53,39,28,52,7,8
53,19,60,79,37,46,25,92,74,22,34,98,20,20,50,72,13,49,84,3,62,45,15,7,85,35,46,13,53,19,21,5
39,81,51,42,94,42,33,33,30,34,31,50,54,81,88,33,97,71,36,58,83,17,65,67,52,77,80,5,63,67,77,68
14,94,9,7,35,8,40,65,42,71,81,62,18,69,61,81,39,97,4,21,14,70,55,32,12,34,37,75,68,81,8,82
74,17,89,9,93,95,40,34,32,21,63,16,90,23,97,95,87,0,16,0,36,71,32,49,71,36,90,4,16,99,86,90
82,40,65,74,1,72,75,33,93,37,49,48,26,11,42,12,11,24,12,14,61,11,29,99,47,85,2,29,83,55,85,65
95,50,4,96,88,79,95,46,82,43,94,8,20,1,87,32,26,66,12,87,77,41,51,90,25,54,18,75,8,2,5,69
18,9,31,5,89,25,17,36,35,10,44,55,12,31,53,4,97,65,57,39,72,8,28,98,28,12,38,36,81,43,71,100
18,1,71,73,27,89,9,28,65,53,83,43,50,36,13,12,67,71,17,39,45,45,2,73,23,40,75,4,49,45,70,67
47,6,40,40,61,49,68,93,68,16,35,85,52,15,97,19,52,14,24,97,25,26,35,15,32,9,19,81,54,55,47,67
61,87,73,89,1,40,81,70,57,82,20,75,97,83,60,48,63,50,10,89,76,45,70,7,20,89,88,75,9,1,7,70
88,81,24,56,87,4,92,9,53,11,51,49,94,10,64,57,61,40,11,2,86,81,77,5,35,64,46,44,31,20,80,86
0,4,41,53,75,32,63,27,9,13,43,2,90,73,25,16,12,36,19,64,16,96,36,17,25,48,61,57,68,41,8,34
11,49,88,86,47,50,80,56,29,22,58,18,61,50,35,73,86,54,3,69,15,39,86,6,53,47,29,21,54,37,21,65
86,8,50,99,24,29,54,53,17,79,72,44,28,6,84,80,26,87,48,7,92,0,13,44,47,43,31,67,80,53,31,32
61,47,30,86,77,51,38,60,96,76,4,23,48,88,2,74,40,17,81,31,17,61,41,30,3,73,97,49,25,27,47,52
74,44,3,16,95,8,43,90,84,47,79,32,0,47,72,6,64,19,37,47,80,44,77,49,16,73,64,7,66,11,60,6
21,29,22,82,37,65,71,21,78,15,53,44,62,91,50,93,9,53,39,55,98,83,3,80,21,68,88,88,45,13,94,32
42,82,13,80,13,50,0,57,65,19,1,93,76,17,51,86,71,57,40,34,39,10,13,60,78,67,13,89,80,73,20,89
21,100,68,34,49,34,91,13,19,58,72,95,76,23,46,12,80,87,46,18,97,25,44,40,93,24,95,38,63,81,26,84
80,60,84,28,60,75,7,45,99,79,40,74,1,86,52,47,38,98,31,34,90,76,40,82,66,34,86,28,81,12,79,60
38,62,88,99,2,61,43,1,40,49,41,7,1,94,55,39,57,86,40,46,27,46,94,93,47,80,88,27,58,32,88,62
60,41,26,63,2,70,30,8,85,71,15,86,30,70,92,88,56,98,100,49,43,60,42,90,5,96,17,29,94,71,91,53
78,17,15,80,53,45,54,37,83,70,90,12,39,47,66,61,44,66,77,87,92,85,43,97,80,26,25,39,97,15,92,74
99,7,20,51,18,74,55,0,43,10,80,49,57,45,76,0,77,52,53,68,36,96,64,82,21,55,20,84,71,79,58,35
86,44,53,70,84,7,37,27,17,16,42,40,27,84,6,71,2,59,38,4,21,69,53,8,23,39,93,60,17,16,96,69
60,48,39,43,21,42,36,4,24,44,44,17,95,50,88,63,75,26,67,96,95,86,4,84,25,63,44,8,79,39,78,38
