10,6,88,88,71,68,96,66,25,42,65,60,28,47,15,12,18,81,91,18,54,46,74,67,73,89,8,75,64,39,72,74,11,59,28,83,93,90,14,84,32,79,10,60,92,25,72,76,73,29,94,26,41,34,60,14,89,34,89,52,73,26,93,51
52,87,100,10,76,13,61,7,58,71,33,49,62,72,25,34,0,85,61,41,85,20,21,73,54,76,92,93,69,50,43,87,36,42,97,11,21,57,86,79,94,18,95,56,56,86,90,56,36,50,64,21,36,85,60,56,27,17,49,96,67,58,82,69
67,44,47,88,68,32,33,61,16,27,16,73,79,6,95,14,22,24,1,25,76,62,81,2,45,96,64,79,20,45,47,87,55,94,74,22,92,73,84,75,100,66,47,44,38,7,59,61,99,26,52,74,88,32,42,100,95,5,78,14,16,24,67,71
85,40,94,76,13,43,50,79,75,63,23,13,37,48,40,35,74,92,75,28,90,16,27,50,88,71,64,3,95,97,40,79,37,100,21,16,42,37,61,17,67,50,97,3,64,36,4,4,94,79,99,83,61,92,100,48,62,63,17,56,60,57,1,63
57,89,45,65,25,72,48,58,22,44,27,52,46,31,56,39,76,54,89,2,45,88,16,6,16,33,29,42,91,30,4,13,85,15,78,76,88,26,34,76,70,61,27,16,93,84,21,34,3,9,37,49,97,53,21,13,53,50,55,9,46,26,22,30
7,100,6,61,25,40,36,62,0,30,44,59,80,65,60,83,41,63,31,37,82,53,16,34,2,38,43,15,30,65,45,3,31,51,65,22,57,67,50,24,97,94,83,76,25,8,59,66,71,56,69,19,75,86,53,44,90,63,59,19,94,3,22,24
21,87,13,78,20,63,1,16,23,51,59,48,25,17,13,97,39,82,15,14,33,34,58,22,97,16,7,57,86,30,47,6,83,60,51,2,90,18,86,12,35,44,60,61,27,39,23,66,87,4,46,20,4,70,8,68,52,16,24,38,46,71,10,95
98,27,64,87,46,49,99,47,59,24,74,86,29,97,17,15,67,30,1,72,100,10,39,52,93,63,90,4,100,66,99,97,94,62,49,5,77,47,18,35,37,93,87,66,55,71,82,22,0,49,94,100,25,99,17,17,27,73,21,93,39,20,90,99
48,38,70,92,52,88,93,89,80,80,55,35,16,2,23,16,51,83,82,77,81,66,94,74,38,82,66,77,68,55,41,15,60,10,73,78,99,66,66,44,11,87,45,27,89,68,9,6,50,57,49,30,22,8,3,61,90,70,3,57,91,45,39,16
21,11,94,19,77,26,30,88,12,75,81,68,43,90,40,93,47,89,90,69,97,59,29,53,95,100,9,86,44,48,1,31,26,62,17,2,88,47,57,66,21,37,33,30,27,39,23,40,27,79,8,91,37,4,43,32,3,18,17,13,33,85,44,59
