15,19,21,16,92,37,30,55,7,68,9,40,50,89,90,38,66,48,16,22,62,60,50,8,68,65,36,69,56,84,7,37,69,29,19,61,32,49,82,39,17,91,46,33,45,1,37,78,16,54,66,78,80,15,86,13,46,21,82,1,72,90,4,40
85,23,0,83,73,48,89,56,5,0,55,50,1,59,27,17,79,93,62,58,75,47,38,20,35,19,89,6,75,93,12,25,16,80,8,55,27,97,77,32,97,98,49,64,56,76,48,34,35,9,59,76,22,97,96,57,15,50,29,57,43,42,82,25
21,90,46,48,52,22,47,14,19,96,79,42,37,26,76,72,1,0,13,23,97,9,47,79,25,76,35,68,17,83,59,4,73,4,53,91,93,66,5,79,61,84,20,98,76,62,36,43,63,49,32,25,24,79,3,50,55,4,84,38,88,9,43,26
13,62,16,73,27,88,51,54,37,37,51,79,65,53,21,27,2,54,53,93,99,22,42,53,94,93,58,81,1,0,73,81,28,55,53,21,43,70,75,80,73,92,59,38,45,46,31,13,66,50,5,65,39,14,84,32,6,41,79,74,7,51,54,35
72,74,56,14,9,97,61,83,89,86,87,33,98,17,12,64,68,17,95,6,98,78,4,3,86,83,77,93,100,98,95,71,71,16,52,80,13,12,28,1,64,14,0,61,32,12,24,66,96,18,38,94,63,42,97,48,24,40,40,90,3,0,60,74
17,11,19,97,90,48,98,19,62,64,81,60,76,71,92,71,56,29,64,18,37,27,66,27,33,72,16,36,39,77,76,56,54,95,52,10,42,15,29,71,79,76,97,20,47,89,91,2,17,21,87,21,14,18,48,47,56,65,49,95,7,24,16,27
85,68,37,94,49,33,30,94,8,26,13,55,14,71,23,99,92,9,19,72,27,67,85,84,98,33,78,4,23,95,32,74,28,35,67,44,68,97,37,77,23,51,98,3,21,21,68,79,97,53,16,24,20,0,74,84,100,17,89,22,78,87,62,73
21,29,16,56,25,19,99,14,70,96,85,57,83,52,1,46,5,17,36,92,84,9,41,83,93,29,71,71,82,33,9,70,62,25,25,53,10,23,34,81,85,18,3,34,36,72,80,7,55,15,65,39,91,6,21,83,1,93,19,84,92,28,53,53
19,78,72,30,67,72,77,17,56,46,51,93,17,97,66,39,78,31,78,34,3,99,84,4,57,2,88,48,98,6,67,83,50,39,79,16,10,21,0,67,68,17,25,51,14,57,90,58,88,67,93,57,32,76,62,89,44,15,37,7,22,3,57,72
8,35,55,19,57,55,52,91,72,43,41,52,100,98,10,54,30,69,10,62,10,38,51,20,54,54,95,76,57,51,13,66,86,68,51,8,22,69,99,61,78,6,12,77,70,89,97,100,23,74,62,33,11,12,54,31,32,14,6,89,65,87,20,16
54,37,92,43,5,56,70,83,62,48,26,31,3,22,98,26,62,59,60,74,37,80,4,69,94,78,23,24,64,44,40,84,81,31,93,53,88,28,1,15,77,94,13,80,83,10,5,44,35,31,84,72,77,89,40,36,32,63,60,62,73,67,11,20
98,4,39,51,32,40,33,75,0,46,54,83,22,26,26,57,57,10,28,0,65,34,36,63,63,63,24,36,29,35,22,93,5,61,44,4,67,43,79,67,55,100,49,77,25,42,100,48,18,27,14,49,27,51,11,90,13,35,92,42,36,13,0,42
74,10,12,41,53,91,74,7,56,90,84,47,98,83,62,82,76,76,30,69,26,41,59,5,42,50,13,44,30,14,86,3,24,98,10,78,55,85,51,10,40,1,24,37,84,86,18,26,61,14,95,54,21,19,59,63,36,73,6,66,53,59,69,77
22,46,20,43,97,72,20,36,73,44,39,22,29,23,14,90,37,9,9,58,95,69,20,30,7,93,96,60,17,31,2,6,77,23,49,39,61,69,75,33,79,80,55,74,2,70,30,39,45,39,97,39,7,83,36,81,41,31,40,25,62,43,31,4
32,80,43,93,15,84,92,94,63,46,68,31,82,98,70,93,36,32,99,10,81,34,91,22,31,98,13,60,6,44,64,38,23,74,97,4,57,88,99,87,100,32,17,48,96,88,6,98,86,4,7,67,4,65,55,2,62,68,62,68,78,92,72,0
65,68,72,89,21,36,75,20,68,92,34,29,45,41,26,31,11,0,64,83,65,85,85,93,18,12,60,96,3,98,62,35,31,100,23,52,35,98,38,2,55,73,31,0,80,24,98,91,24,27,73,55,78,23,47,96,35,6,57,5,70,85,40,0
85,29,18,19,26,56,89,81,95,86,47,74,9,10,31,100,37,3,54,14,94,0,76,28,73,99,100,42,84,5,8,34,34,26,53,26,49,7,74,43,94,20,84,69,31,14,35,34,84,89,49,77,56,24,72,95,23,71,3,73,77,11,6,77
38,25,3,53,33,77,96,93,63,79,27,94,59,62,28,43,17,43,19,73,33,57,33,22,28,36,95,71,48,67,13,52,93,16,4,92,93,66,84,56,11,10,15,70,73,9,12,56,52,99,28,52,55,27,74,49,64,69,86,78,1,100,29,94
15,100,85,75,31,34,97,42,45,78,12,84,88,91,5,5,89,100,57,10,26,98,59,90,32,45,67,33,10,62,27,92,61,78,66,93,12,28,0,23,6,79,73,60,70,78,31,24,77,89,34,2,52,60,93,84,71,25,16,81,88,9,72,14
88,4,73,66,32,74,89,4,52,27,64,88,4,96,79,47,50,12,49,1,38,7,51,8,33,67,55,87,77,27,0,64,98,74,29,29,13,84,0,65,10,64,19,81,25,98,27,41,76,42,8,81,50,59,89,49,93,44,35,69,37,35,99,34
75,94,29,88,77,29,19,53,60,38,33,51,1,26,93,43,68,67,23,84,93,79,32,85,89,33,53,25,35,17,59,9,10,54,98,53,84,83,5,9,20,4,60,88,30,18,97,64,86,20,48,78,65,46,28,53,80,81,78,14,64,2,90,74
56,53,93,5,35,64,14,21,68,75,8,64,93,5,94,44,92,41,88,56,88,15,8,33,62,52,47,25,54,2,65,76,56,57,82,91,20,96,12,54,36,87,17,96,58,11,39,49,18,27,71,72,42,45,4,71,63,17,96,16,20,61,59,76
17,6,66,4,1,44,58,4,31,42,100,89,19,4,4,37,31,41,9,40,87,80,10,49,98,72,32,17,32,57,93,16,63,24,20,30,69,44,34,100,86,100,54,4,4,58,42,1,100,17,7,52,97,17,67,94,56,65,77,54,21,35,36,84
60,22,14,28,67,14,94,52,14,47,57,85,5,99,86,71,82,94,22,78,77,55,38,32,20,81,53,41,16,89,92,76,11,72,70,78,86,63,29,66,76,86,50,81,50,2,17,98,96,5,42,38,61,80,37,47,60,90,54,76,78,45,17,55
16,87,32,69,15,28,0,92,80,51,38,97,19,56,94,14,27,35,52,88,81,89,34,41,44,55,83,22,100,67,43,83,19,76,17,35,70,17,93,49,34,30,11,53,52,5,33,80,6,86,33,88,40,34,95,85,89,43,73,88,9,15,36,29
57,53,64,26,37,22,42,37,52,53,91,4,24,23,50,31,75,83,18,82,16,12,66,4,55,4,59,31,19,95,60,43,14,90,35,51,11,77,88,29,97,44,100,20,34,49,17,8,32,1,56,48,80,88,53,1,92,11,32,78,72,58,20,86
47,21,2,24,99,57,19,61,0,19,47,34,68,65,9,100,32,65,14,12,53,33,13,10,44,45,88,82,2,74,68,15,96,36,5,60,93,24,87,60,43,33,60,11,64,35,77,97,67,91,8,86,23,21,96,33,32,50,82,0,90,15,15,51
51,87,77,10,10,63,36,20,97,96,98,26,98,74,22,64,31,97,49,20,84,10,20,15,60,1,15,16,16,97,67,33,49,44,43,60,6,79,46,69,41,43,96,38,83,84,68,13,47,16,0,30,26,87,12,53,88,94,69,70,57,35,2,5
45,12,31,52,57,77,87,98,86,48,1,69,32,69,48,45,85,48,75,78,0,53,97,88,13,65,23,70,66,26,75,11,4,73,29,61,49,15,59,1,64,26,70,62,96,17,6,46,32,47,90,32,0,86,87,80,16,9,49,83,1,90,60,5
62,55,33,78,70,92,79,100,84,14,27,79,98,100,92,29,47,81,28,13,67,81,93,83,56,7,31,58,97,91,29,25,45,62,69,82,19,13,47,3,27,75,48,24,74,39,20,87,20,14,100,87,95,58,35,50,65,67,74,28,57,3,53,69
31,21,50,51,0,97,20,27,37,68,17,11,74,37,64,94,17,30,46,11,88,81,28,19,47,1,47,71,71,66,39,69,53,55,86,53,17,5,46,55,39,63,32,12,67,96,72,84,25,17,96,80,65,90,99,78,57,11,14,28,77,19,97,29
74,48,48,92,53,94,12,58,56,44,37,22,5,8,6,31,93,68,77,57,57,75,34,13,86,49,7,62,68,70,57,8,17,4,66,36,98,44,95,53,88,31,42,59,5,48,56,98,15,32,54,38,6,55,17,58,70,25,86,3,61,42,11,79
