16,96,39,95,65,89,16,20,85,99,78,90,23,50,81,92,83,1,94,27,31,58,15,15,14,13,95,31,33,60,6,15
21,11,9,87,100,92,73,50,90,50,40,79,66,20,70,49,88,29,42,18,88,57,0,1,36,95,100,69,20,5,84,41
83,59,94,48,50,66,99,39,82,38,84,48,24,53,63,78,48,4,96,35,27,96,3,63,56,2,98,42,74,81,84,56
39,43,3,89,9,1,94,91,5,77,4,96,96,33,73,43,37,35,45,30,30,48,59,53,16,56,61,90,2,44,11,41
54,14,96,63,83,89,19,54,31,24,50,26,57,22,70,61,57,81,57,54,28,16,73,10,38,33,100,41,44,77,48,98
91,10,26,39,65,45,94,97,35,9,22,59,31,58,86,55,38,42,75,32,24,47,8,29,46,74,70,90,50,84,53,41
94,79,46,59,91,39,21,25,48,9,50,46,68,35,67,72,44,7,71,68,20,45,97,66,19,32,22,69,83,75,76,42
20,22,67,10,27,88,1,42,98,52,54,31,53,87,69,97,94,5,31,13,51,27,79,70,26,67,4,8,42,81,16,28
69,84,38,96,71,5,3,34,23,57,31,77,43,0,39,36,5,70,15,22,64,61,92,90,27,97,64,35,43,80,63,11
63,67,73,0,73,43,0,62,66,32,4,9,32,44,11,3,80,94,26,43,54,84,32,81,46,62,16,89,42,79,66,71
12,5,71,51,48,38,12,13,70,17,89,68,27,67,71,6,60,63,50,13,47,48,60,59,10,42,48,18,88,80,89,100
51,26,50,65,64,62,45,100,45,100,67,72,66,3,45,92,33,95,71,80,8,31,38,18,39,52,2,26,99,92,25,49
17,75,81,47,3,25,46,14,24,12,87,57,82,98,48,14,58,19,60,66,16,65,51,55,83,53,48,81,44,73,97,27
14,77,74,84,1,19,98,92,98,50,48,46,47,63,60,4,48,87,71,30,51,88,51,33,40,99,81,51,72,77,44,52
19,18,35,87,3,32,78,68,83,93,80,29,55,39,0,69,25,37,99,42,24,49,42,30,48,22,47,86,65,92,37,84
76,72,36,45,70,80,79,52,72,58,48,93,64,48,61,89,85,25,98,75,75,39,4,89,27,18,74,92,9,77,41,51
14,43,96,84,22,75,36,95,32,84,53,96,98,81,51,48,5,14,22,46,19,93,0,46,10,74,3,19,16,10,70,30
53,32,14,75,6,16,35,4,66,89,67,63,69,84,10,40,98,99,53,16,91,53,62,1,94,31,87,9,41,57,6,94
89,87,68,61,2,3,31,34,58,98,63,93,81,39,99,44,37,51,60,27,4,88,95,98,18,82,73,25,4,45,18,59
31,53,19,100,22,50,100,46,14,62,38,95,0,36,39,3,54,65,98,58,19,92,21,3,39,60,29,43,5,13,1,2
32,87,2,54,37,1,100,51,30,3,11,97,40,16,0,94,48,98,17,67,55,4,70,95,30,65,3,35,79,5,4,10
92,6,31,95,74,30,11,70,0,23,67,40,5,67,100,19,30,83,86,51,53,22,11,83,87,15,85,31,87,89,8,78
61,39,73,0,35,50,71,35,39,37,41,45,70,6,64,66,55,16,83,7,38,95,57,91,76,41,89,62,29,63,39,56
1,78,56,2,95,26,4,33,29,11,44,65,85,8,30,39,91,80,13,95,74,70,51,15,10,39,77,5,1,82,27,69
26,83,38,20,76,8,53,71,19,98,36,70,72,32,9,28,11,89,22,51,58,73,66,34,79,8,5,46,91,32,15,16
14,19,2,56,27,21,27,46,85,63,16,56,61,92,84,73,80,72,90,3,45,56,37,90,64,42,35,20,40,50,2,54
69,4,77,62,93,3,8,77,32,91,100,93,48,49,31,94,21,21,97,32,43,100,21,73,7,22,94,47,39,62,67,7
67,43,36,25,46,44,1,44,0,0,37,14,50,34,7,37,55,70,35,64,69,56,37,76,44,97,89,83,58,55,57,91
65,93,15,10,2,17,21,2,84,24,83,100,58,90,36,80,59,71,43,94,93,80,35,37,76,23,19,34,44,76,24,8
68,40,86,36,23,6,4,6,30,87,6,88,42,8,67,0,80,10,60,38,56,95,41,32,17,61,32,62,2,56,70,37
62,55,73,51,27,78,58,57,30,30,45,73,38,78,39,84,54,100,22,10,94,63,8,78,90,40,39,59,62,75,96,91
97,34,41,23,78,99,81,8,95,92,81,33,35,19,83,90,18,71,100,79,0,74,56,90,13,61,14,75,1,9,65,98
