74,72,28,85,61,68,57,62,41,77,95,68,57,6,98,60,98,95,46,70,20,53,7,31,22,31,63,32,48,82,99,89
19,93,73,47,60,30,8,0,73,69,35,29,41,99,90,38,59,1,74,80,20,48,77,42,45,39,41,94,87,5,48,6
98,20,53,24,16,27,91,55,96,92,51,2,91,40,40,49,7,80,95,27,27,71,35,73,76,42,32,63,47,80,35,11
66,54,1,49,47,92,3,8,84,54,10,40,60,16,55,33,96,50,26,23,20,62,62,97,70,60,25,17,39,26,95,71
46,96,19,93,87,90,0,36,9,10,76,70,26,31,69,88,47,96,77,67,23,38,29,93,98,20,76,2,46,70,40,58
31,25,50,85,14,16,20,24,93,63,60,85,60,28,73,6,90,49,73,12,54,69,72,17,89,47,87,1,84,26,59,14
51,76,99,32,92,86,56,51,14,82,35,74,76,74,80,66,90,18,44,43,87,15,26,42,29,79,9,79,71,34,93,22
9,58,20,68,9,76,18,23,23,19,97,99,94,42,30,83,60,75,92,13,56,84,55,51,63,30,29,33,64,89,21,40
12,41,7,88,83,92,10,5,77,73,71,70,14,0,18,40,41,9,53,64,60,74,14,22,3,44,21,34,99,43,74,10
50,81,98,33,38,74,4,14,12,41,51,93,8,69,32,49,45,86,12,4,25,94,93,96,3,13,29,1,22,2,78,73
49,41,72,53,81,42,67,93,84,84,85,92,19,83,6,64,68,86,34,60,45,26,55,48,5,84,15,95,52,59,33,0
100,4,53,46,12,86,38,96,70,89,53,55,71,26,18,5,78,18,31,22,44,86,70,15,35,85,9,87,43,42,87,8
12,5,54,25,91,58,87,26,12,6,81,49,32,65,54,9,83,85,98,93,36,67,8,71,17,84,57,26,93,9,34,4
14,54,96,72,78,49,98,90,55,45,38,53,9,59,28,59,9,25,51,46,58,25,83,75,76,6,67,68,15,67,72,30
20,34,1,64,83,65,53,3,9,57,22,86,15,50,44,25,41,61,37,65,53,19,5,28,92,72,96,7,38,33,3,24
67,71,88,15,35,6,85,11,63,6,63,79,22,73,70,29,33,73,94,86,58,99,80,50,36,75,57,40,8,26,64,41
97,17,23,98,23,7,75,87,81,37,31,2,9,0,99,9,39,92,61,97,57,41,46,59,15,69,100,90,95,29,98,57
47,87,55,70,94,96,22,40,33,53,43,8,19,7,17,58,99,45,21,21,86,33,81,67,2,80,57,63,8,20,20,21
6,41,92,66,2,13,6,35,33,15,10,52,22,94,77,87,38,98,8,23,30,55,57,32,0,13,62,8,100,48,30,5
55,88,71,57,67,77,59,100,58,69,18,80,28,95,67,67,92,41,56,21,96,12,20,96,92,48,70,91,96,66,62,16
53,33,73,87,76,98,86,34,32,3,13,61,98,46,94,55,87,49,77,82,28,63,43,86,10,13,43,72,79,4,88,99
3,26,85,80,24,36,80,56,6,59,16,70,5,9,25,58,25,68,6,19,30,49,71,6,28,13,78,74,18,31,72,21
57,22,67,81,24,12,37,30,72,19,0,43,96,92,67,87,59,73,5,55,89,42,27,16,56,4,90,40,35,27,61,58
49,95,39,74,6,42,70,44,27,70,53,22,27,20,75,52,93,46,6,81,89,33,64,44,3,19,84,4,47,10,63,62
71,68,35,78,9,72,88,36,7,41,25,35,61,100,87,53,46,60,0,34,59,30,44,29,49,27,33,96,37,62,58,8
29,59,52,38,30,5,41,38,46,32,39,6,31,92,26,43,51,93,77,77,22,87,5,71,13,38,33,17,0,57,92,96
15,9,34,12,14,41,16,27,73,55,100,70,46,25,13,64,84,56,40,72,43,45,9,56,49,42,39,15,65,30,78,80
5,11,58,20,18,74,47,91,95,46,26,7,38,39,71,88,96,77,60,38,88,69,60,2,77,66,18,41,62,96,87,68
73,45,88,57,85,0,13,80,12,39,87,50,79,23,4,40,100,64,44,87,99,3,55,41,35,73,82,98,34,34,65,73
45,18,29,30,18,8,76,97,48,28,13,93,17,17,32,16,47,76,69,45,45,23,86,81,63,33,78,63,33,8,2,79
26,98,75,10,6,50,6,54,44,86,46,61,2,44,43,49,86,11,60,30,0,45,77,29,44,20,93,78,28,61,22,20
58,97,30,64,12,3,84,56,89,96,83,58,39,25,6,24,2,67,21,2,78,64,99,89,85,57,32,79,17,20,100,75
